stock_code,stock_name,stock_full_name,category
03041,1TECH,ONETECH SOLUTIONS HOLDINGS BERHAD,TECHNOLOGY
0012,3A,THREE-A RESOURCES BHD,CONSUMER PRODUCTS & SERVICES
7054,AASIA,ASTRAL ASIA BHD,PLANTATION
5238,AAX,AIRASIA X BERHAD,CONSUMER PRODUCTS & SERVICES
7167,ABLEGLOB,ABLE GLOBAL BERHAD,CONSUMER PRODUCTS & SERVICES
7086,ABLEGRP,ABLEGROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,FINANCIAL SERVICES
7131,ACME,ACME HOLDINGS BERHAD,PROPERTY
0218,ACO,ACO GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0276,ADB,AUTOCOUNT DOTCOM BERHAD,TECHNOLOGY
5281,ADVCON,ADVANCECON HOLDINGS BERHAD,CONSTRUCTION
7191,ADVENTA,ADVENTA BHD,HEALTH CARE
7146,AEM,AE MULTI HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
0181,AEMULUS,AEMULUS HOLDINGS BERHAD,TECHNOLOGY
6599,AEON,AEON CO. (M) BHD,CONSUMER PRODUCTS & SERVICES
5139,AEONCR,AEON CREDIT SERVICE (M) BHD,FINANCIAL SERVICES
5185,AFFIN,AFFIN BANK BERHAD,FINANCIAL SERVICES
5198,AFUJIYA,ABM FUJIYA BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7145,AGES,AGESON BERHAD,CONSTRUCTION
7145OR,AGES-OR,AGESON BERHAD - ORDINARY RIGHTS,CONSTRUCTION
7145PA,AGES-PA,AGESON BERHAD - ICPS 2020/2030,CONSTRUCTION
0258,AGMO,AGMO HOLDINGS BERHAD,TECHNOLOGY
0299,AGX,AGX GROUP BERHAD,TRANSPORTATION & LOGISTICS
7315,AHB,AHB HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
7090,AHEALTH,APEX HEALTHCARE BHD,HEALTH CARE
0122,AIM,ADVANCE INFORMATION MARKETING,INDUSTRIAL PRODUCTS & SERVICES
0209,AIMFLEX,AIMFLEX BERHAD,TECHNOLOGY
5014,AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD,TRANSPORTATION & LOGISTICS
2658,AJI,AJINOMOTO (M) BHD,CONSUMER PRODUCTS & SERVICES
7609,AJIYA,AJIYA BHD,INDUSTRIAL PRODUCTS & SERVICES
5115,ALAM,ALAM MARITIM RESOURCES BHD,ENERGY
5116,ALAQAR,AL-AQAR HEALTHCARE REIT,REAL ESTATE INVESTMENT TRUSTS
2674,ALCOM,ALCOM GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
1163,ALLIANZ,ALLIANZ MALAYSIA BHD,FINANCIAL SERVICES
1163PA,ALLIANZ-PA,ALLIANZ MALAYSIA BHD-ICPS,FINANCIAL SERVICES
0303,ALPHA,ALPHA IVF GROUP BERHAD,HEALTH CARE
0079,ALRICH,ALDRICH RESOURCES BERHAD,TECHNOLOGY
5269,ALSREIT,AL-SALAM REAL ESTATE INVESTMENT TRUST,REAL ESTATE INVESTMENT TRUSTS
1015,AMBANK,AMMB HOLDINGS BHD,FINANCIAL SERVICES
5293,AME,AME ELITE CONSORTIUM BERHAD,CONSTRUCTION
5307,AMEREIT,AME REAL ESTATE INVESTMENT TRUST,REAL ESTATE INVESTMENT TRUSTS
5120,AMFIRST,AMFIRST REITS,REAL ESTATE INVESTMENT TRUSTS
03011,AMLEX,AMLEX HOLDINGS BERHAD,TECHNOLOGY
1007,AMPROP,AMCORP PROPERTIES BERHAD,PROPERTY
7031,AMTEL,AMTEL HOLDINGS BHD,TELECOMMUNICATIONS & MEDIA
6351,AMWAY,AMWAY (M) HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
7083,ANALABS,ANALABS RESOURCES BHD,INDUSTRIAL PRODUCTS & SERVICES
0048,ANCOMLB,ANCOM LOGISTICS BERHAD,TRANSPORTATION & LOGISTICS
4758,ANCOMNY,ANCOM NYLEX BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0226,ANEKA,ANEKA JARINGAN HOLDINGS BERHAD,CONSTRUCTION
6556,ANNJOO,ANN JOO RESOURCES BHD,INDUSTRIAL PRODUCTS & SERVICES
6556PA,ANNJOO-PA,ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,INDUSTRIAL PRODUCTS & SERVICES
5082,ANNUM,ANNUM BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5082OR,ANNUM-OR,ANNUM BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
9342,ANZO,ANZO HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
03051,AORB,ALPHA OCEAN RESOURCES BERHAD,CONSUMER PRODUCTS & SERVICES
5568,APB,APB RESOURCES BHD,INDUSTRIAL PRODUCTS & SERVICES
5088,APEX,APEX EQUITY HOLDINGS BHD,FINANCIAL SERVICES
5015,APM,APM AUTOMOTIVE HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
6432,APOLLO,APOLLO FOOD HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
0119,APPASIA,APPASIA BERHAD,TECHNOLOGY
7214,ARANK,A-RANK BHD,INDUSTRIAL PRODUCTS & SERVICES
7181,ARBB,ARB BERHAD,TECHNOLOGY
7181OR,ARBB-OR,ARB BERHAD - ORDINARY RIGHTS,TECHNOLOGY
7181PA,ARBB-PA,ARB BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,TECHNOLOGY
7007,ARK,ARK RESOURCES HOLDINGS BERHAD,PROPERTY
7218,ARKA,ARKA BERHAD,TRANSPORTATION & LOGISTICS
5210,ARMADA,BUMI ARMADA BERHAD,ENERGY
5127,ARREIT,AMANAHRAYA REITS,REAL ESTATE INVESTMENT TRUSTS
0038,ARTRONIQ,ARTRONIQ BERHAD,INDUSTRIAL PRODUCTS & SERVICES
1481,ASB,ADVANCE SYNERGY BHD,CONSUMER PRODUCTS & SERVICES
1481OR,ASB-OR,ADVANCE SYNERGY BERHAD - ORDINARY RIGHTS,CONSUMER PRODUCTS & SERVICES
0068,ASDION,ASDION BHD,TECHNOLOGY
7722,ASIABRN,ASIA BRANDS BERHAD,CONSUMER PRODUCTS & SERVICES
7129,ASIAFLE,ASIA FILE CORPORATION BHD,CONSUMER PRODUCTS & SERVICES
4057,ASIAPAC,ASIAN PAC HOLDINGS BHD,PROPERTY
0105,ASIAPLY,ASIA POLY HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
0105PA,ASIAPLY-PA,ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,INDUSTRIAL PRODUCTS & SERVICES
7020,ASTEEL,ASTEEL GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7162,ASTINO,ASTINO BHD,INDUSTRIAL PRODUCTS & SERVICES
03032,ASTRA,ASTRAMINA GROUP BERHAD,CONSUMER PRODUCTS & SERVICES
6399,ASTRO,ASTRO MALAYSIA HOLDINGS BERHAD,TELECOMMUNICATIONS & MEDIA
0072,AT,AT SYSTEMATIZATION BHD,INDUSTRIAL PRODUCTS & SERVICES
8176,ATAIMS,ATA IMS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5302,ATECH,AURELIUS TECHNOLOGIES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7048,ATLAN,ATLAN HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
5130,ATRIUM,ATRIUM REITS,REAL ESTATE INVESTMENT TRUSTS
7099PA,ATTA-PA,ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,INDUSTRIAL PRODUCTS & SERVICES
5025,AURO,AURO HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
03037,AURORA,AURORA ITALIA INTERNATIONAL BERHAD,CONSUMER PRODUCTS & SERVICES
5182,AVALAND,AVALAND BERHAD,PROPERTY
8885,AVI,AVILLION BERHAD,CONSUMER PRODUCTS & SERVICES
5204,AWANTEC,AWANBIRU TECHNOLOGY BERHAD,TECHNOLOGY
7579,AWC,AWC BERHAD,INDUSTRIAL PRODUCTS & SERVICES
6888,AXIATA,AXIATA GROUP BERHAD,TELECOMMUNICATIONS & MEDIA
5106,AXREIT,AXIS REITS,REAL ESTATE INVESTMENT TRUSTS
7120,AXTERIA,AXTERIA GROUP BERHAD,PROPERTY
2305,AYER,AYER HOLDINGS BERHAD,PROPERTY
5021,AYS,AYS VENTURES BHD,INDUSTRIAL PRODUCTS & SERVICES
7078,AZRB,AHMAD ZAKI RESOURCES BHD,CONSTRUCTION
03012,BABA,BABA ECO GROUP BERHAD,CONSUMER PRODUCTS & SERVICES
0098,BAHVEST,BAHVEST RESOURCES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7251,BARAKAH,BARAKAH OFFSHORE PETROLEUM BHD,ENERGY
4162,BAT,BRITISH AMERICAN TOBACCO (M),CONSUMER PRODUCTS & SERVICES
5248,BAUTO,BERMAZ AUTO BERHAD,CONSUMER PRODUCTS & SERVICES
6602,BCB,BCB BHD,PROPERTY
0187,BCMALL,BCM ALLIANCE BERHAD,INDUSTRIAL PRODUCTS & SERVICES
6173,BDB,BINA DARULAMAN BHD,PROPERTY
5190,BENALEC,BENALEC HOLDINGS BERHAD,CONSTRUCTION
9814,BERTAM,BERTAM ALLIANCE BHD,PROPERTY
7668,BESHOM,BESHOM HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
0263,BETA,BETAMEK BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8133,BHIC,BOUSTEAD HEAVY INDUSTRIES CORP,TRANSPORTATION & LOGISTICS
7005,BIG,B.I.G. INDUSTRIES BHD,INDUSTRIAL PRODUCTS & SERVICES
5258,BIMB,BANK ISLAM MALAYSIA BERHAD,FINANCIAL SERVICES
0195,BINACOM,BINASAT COMMUNICATIONS BERHAD,TELECOMMUNICATIONS & MEDIA
6998,BINTAI,BINTAI KINDEN CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0179,BIOHLDG,BIOALPHA HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
0179PA,BIOHLDG-PA,BIOALPHA HOLDINGS BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES (ICPS) 2021/2026,CONSUMER PRODUCTS & SERVICES
5032,BIPORT,BINTULU PORT HOLDINGS BHD,TRANSPORTATION & LOGISTICS
3239,BJASSET,BERJAYA ASSETS BERHAD,PROPERTY
3395,BJCORP,BERJAYA CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
5196,BJFOOD,BERJAYA FOOD BERHAD,CONSUMER PRODUCTS & SERVICES
4219,BJLAND,BERJAYA LAND BHD,CONSUMER PRODUCTS & SERVICES
1899,BKAWAN,BATU KAWAN BHD,PLANTATION
5069,BLDPLNT,BLD PLANTATION BHD,PLANTATION
0168,BMGREEN,BM GREENTECH BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7195,BNASTRA,BINASTRA CORPORATION BERHAD,CONSTRUCTION
7195OR,BNASTRA-OR,BINASTRA CORPORATION BERHAD - ORDINARY RIGHTS,CONSTRUCTION
9288,BONIA,BONIA CORPORATION BHD,CONSUMER PRODUCTS & SERVICES
7036,BORNOIL,BORNEO OIL BHD,INDUSTRIAL PRODUCTS & SERVICES
6297,BOXPAK,BOX-PAK (MALAYSIA) BHD,INDUSTRIAL PRODUCTS & SERVICES
5254,BPLANT,BOUSTEAD PLANTATIONS BHD,PLANTATION
5100,BPPLAS,BP PLASTICS HOLDING BHD,INDUSTRIAL PRODUCTS & SERVICES
5932,BPURI,BINA PURI HOLDINGS BHD,CONSTRUCTION
5932OR,BPURI-OR,BINA PURI HOLDINGS BHD - ORDINARY RIGHTS,CONSTRUCTION
9474,BRAHIMS,BRAHIMS HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
8761,BREM,BREM HOLDINGS BHD,CONSTRUCTION
9938,BRIGHT,BRIGHT PACKAGING INDUSTRY BHD,INDUSTRIAL PRODUCTS & SERVICES
7221,BSLCORP,BSL CORPORATION BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7221OR,BSLCORP-OR,BSL CORPORATION BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
2771,BSTEAD,BOUSTEAD HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
0011,BTECH,BRITE-TECH BHD,UTILITIES
7188,BTM,BTM RESOURCES BHD,INDUSTRIAL PRODUCTS & SERVICES
7188OR,BTM-OR,BTM RESOURCES BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
1818,BURSA,BURSA MALAYSIA BHD,FINANCIAL SERVICES
03042,BVLH,BV LAND HOLDINGS BERHAD,CONSTRUCTION
7174,CAB,CAB CAKARAN CORPORATION BHD,CONSUMER PRODUCTS & SERVICES
0191,CABNET,CABNET HOLDINGS BERHAD,TECHNOLOGY
7128,CAMRES,CAM RESOURCES BHD,CONSUMER PRODUCTS & SERVICES
5105,CANONE,CAN-ONE BHD,INDUSTRIAL PRODUCTS & SERVICES
5229,CAP,CHINA AUTOMOBILE PARTS HLD LTD,INDUSTRIAL PRODUCTS & SERVICES
5099,CAPITALA,CAPITAL A BERHAD,CONSUMER PRODUCTS & SERVICES
0163,CAREPLS,CAREPLUS GROUP BERHAD,HEALTH CARE
5257,CARIMIN,CARIMIN PETROLEUM BERHAD,ENERGY
2836,CARLSBG,CARLSBERG BREWERY MALAYSIA BHD,CONSUMER PRODUCTS & SERVICES
03048,CARZO,CARZO HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
0173,CATCHA,CATCHA DIGITAL BERHAD,TELECOMMUNICATIONS & MEDIA
0173OR,CATCHA-OR,CATCHA DIGITAL BERHAD - ORDINARY RIGHTS,TELECOMMUNICATIONS & MEDIA
7076,CBIP,CB INDUSTRIAL PRODUCT HOLDING,INDUSTRIAL PRODUCTS & SERVICES
2925,CCB,CYCLE & CARRIAGE BINTANG BHD,CONSUMER PRODUCTS & SERVICES
03053,CCIB,CC INTERNATIONAL BERHAD,CONSUMER PRODUCTS & SERVICES
7035,CCK,CCK CONSOLIDATED HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
6947,CDB,CELCOMDIGI BERHAD,TELECOMMUNICATIONS & MEDIA
5311,CEB,CAPE EMS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0238,CEKD,CEKD BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0243,CENGILD,CENGILD MEDICAL BERHAD,HEALTH CARE
5195,CENSOF,CENSOF HOLDINGS BERHAD,TECHNOLOGY
8982,CEPAT,CEPATWAWASAN GROUP BHD,PLANTATION
8435,CEPCO,CONCRETE ENGINEERING PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES
03024,CETECH,CE TECHNOLOGY BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8044,CFM,COMPUTER FORMS (M) BHD,INDUSTRIAL PRODUCTS & SERVICES
8052,CGB,CENTRAL GLOBAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0291,CHB,CRITICAL HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7209,CHEETAH,CHEETAH HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
7187,CHGP,CHIN HIN GROUP PROPERTY BERHAD,TRANSPORTATION & LOGISTICS
5738,CHHB,COUNTRY HEIGHTS HOLDINGS BHD,PROPERTY
5273,CHINHIN,CHIN HIN GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
1929,CHINTEK,CHIN TECK PLANTATIONS BHD,PLANTATION
5007,CHINWEL,CHIN WELL HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
5797,CHOOBEE,CHOO BEE METAL INDUSTRIES BHD,INDUSTRIAL PRODUCTS & SERVICES
7016,CHUAN,CHUAN HUAT RESOURCES BHD,INDUSTRIAL PRODUCTS & SERVICES
2828,CIHLDG,C.I. HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,FINANCIAL SERVICES
7245,CITAGLB,CITAGLOBAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7245PA,CITAGLB-PA,CITAGLOBAL BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2021/2031,INDUSTRIAL PRODUCTS & SERVICES
7117,CJCEN,CJ CENTURY LOGISTICS HOLDINGS BERHAD,TRANSPORTATION & LOGISTICS
7154,CLASSITA,CLASSITA HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
7154OR,CLASSITA-OR,CLASSITA HOLDINGS BERHAD - ORDINARY RIGHTS,CONSUMER PRODUCTS & SERVICES
5180,CLMT,CAPITALAND MALAYSIA TRUST,REAL ESTATE INVESTMENT TRUSTS
03001,CLOUD,CLOUDARON GROUP BERHAD,TECHNOLOGY
0277,CLOUDPT,CLOUDPOINT TECHNOLOGY BERHAD,TECHNOLOGY
7018,CME,CME GROUP BHD,INDUSTRIAL PRODUCTS & SERVICES
2852,CMSB,CAHYA MATA SARAWAK BHD,INDUSTRIAL PRODUCTS & SERVICES
7986,CNASIA,CN ASIA CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
0246,CNERGEN,CNERGENZ BERHAD,TECHNOLOGY
5104,CNH,CITRA NUSA HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
5188,CNOUHUA,CHINA OUHUA WINERY HLDGS LTD,CONSUMER PRODUCTS & SERVICES
5071,COASTAL,COASTAL CONTRACTS BHD,ENERGY
7205,COCOLND,COCOALAND HOLDINGS BHD,CONSUMER PRODUCTS & SERVICES
2127,COMFORT,COMFORT GLOVES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5037,COMPUGT,COMPUGATES HOLDINGS BHD,INDUSTRIAL PRODUCTS & SERVICES
0240,CORAZA,CORAZA INTEGRATED TECHNOLOGY BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0261,COSMOS,COSMOS TECHNOLOGY INTERNATIONAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5317,CPETECH,CPE TECHNOLOGY BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8591,CRESBLD,CREST BUILDER HOLDINGS BHD,CONSTRUCTION
6718,CRESNDO,CRESCENDO CORPORATION BHD,PROPERTY
03016,CRG,CARLO RINO GROUP BERHAD,CONSUMER PRODUCTS & SERVICES
5094,CSCSTEL,CSC STEEL HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7165OR,CSH-OR,CSH ALLIANCE BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
03035,CTIB,COSMOS TECHNOLOGY INTERNATIONAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5301,CTOS,CTOS DIGITAL BERHAD,TECHNOLOGY
0051,CUSCAPI,CUSCAPI BHD,TECHNOLOGY
5049,CVIEW,COUNTRY VIEW BHD,PROPERTY
9423,CWG,CWG HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
5166,CYBERE,CYBERJAYA EDUCATION GROUP BERHAD,CONSUMER PRODUCTS & SERVICES
7157,CYL,CYL CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
5184,CYPARK,CYPARK RESOURCES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7204,D&O,D & O GREEN TECHNOLOGIES BERHAD,TECHNOLOGY
5276,DANCO,DANCOMECH HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8338,DATAPRP,DATAPREP HOLDINGS BHD,TECHNOLOGY
0281,DAY3,DAYTHREE DIGITAL BERHAD,CONSUMER PRODUCTS & SERVICES
5141,DAYANG,DAYANG ENTERPRISE HOLDINGS BHD,ENERGY
3484,DBHD,DAMANSARA HOLDINGS BERHAD,PROPERTY
0283,DCHCARE,DC HEALTHCARE HOLDINGS BERHAD,HEALTH CARE
5132,DELEUM,DELEUM BHD,ENERGY
7212,DESTINI,DESTINI BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7212OR,DESTINI-OR,DESTINI BERHAD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
5165,DFCITY,DFCITY GROUP BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0131,DFX,DIVFEX BERHAD,TECHNOLOGY
0152,DGB,DGB ASIA BERHAD,TECHNOLOGY
7277,DIALOG,DIALOG GROUP BHD,ENERGY
0029,DIGISTA,DIGISTAR CORPORATION BHD,TECHNOLOGY
7528,DKLS,DKLS INDUSTRIES BHD,CONSTRUCTION
5908,DKSH,DKSH HOLDINGS(M)BHD,CONSUMER PRODUCTS & SERVICES
3026,DLADY,DUTCH LADY MILK INDUSTRIES BHD,CONSUMER PRODUCTS & SERVICES
4456,DNEX,DAGANG NEXCHANGE BERHAD,TECHNOLOGY
7114,DNONCE,DNONCE TECHNOLOGY BHD,INDUSTRIAL PRODUCTS & SERVICES
7114OR,DNONCE-OR,D'NONCE TECHNOLOGY BHD - ORDINARY RIGHTS,INDUSTRIAL PRODUCTS & SERVICES
5835,DOLMITE,DOLOMITE CORPORATION BHD,INDUSTRIAL PRODUCTS & SERVICES
5265,DOLPHIN,DOLPHIN INTERNATIONAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7169,DOMINAN,DOMINANT ENTERPRISE BHD,INDUSTRIAL PRODUCTS & SERVICES
7148,DPHARMA,DUOPHARMA BIOTECH BERHAD,HEALTH CARE
0205,DPIH,DPI HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
7198,DPS,DPS RESOURCES BHD,PROPERTY
1619,DRBHCOM,DRB-HICOM BHD,CONSUMER PRODUCTS & SERVICES
5216,DSONIC,DATASONIC GROUP BERHAD,TECHNOLOGY
03055,DSR,DSR TAIKO BERHAD,PLANTATION
0269,DSS,DS SIGMA HOLDINGS BERHAD,INDUSTRIAL PRODUCTS & SERVICES
7233,DUFU,DUFU TECHNOLOGY CORP. BHD,INDUSTRIAL PRODUCTS & SERVICES
3948,DUTALND,DUTALAND BHD,PLANTATION
5318,DXN,DXN HOLDINGS BHD.,CONSUMER PRODUCTS & SERVICES
03046,DYNAFNT,DYNAFRONT HOLDINGS BERHAD,TECHNOLOGY
03058,DYNAMIC,TOTAL DYNAMIC HOLDINGS BERHAD,TECHNOLOGY
3417,E&O,EASTERN & ORIENTAL BHD,PROPERTY
0154,EAH,EA HOLDINGS BERHAD,TECHNOLOGY
2097OR,EASTLND-OR,EASTLAND EQUITY BHD - ORDINARY RIGHTS,CONSUMER PRODUCTS & SERVICES
5259,EATECH,E.A.TECHNIQUE (M) BERHAD,TRANSPORTATION & LOGISTICS
0267,ECA,ECA INTEGRATED SOLUTION BERHAD,TECHNOLOGY
2143,ECM,ECM LIBRA GROUP BERHAD,FINANCIAL SERVICES
3557,ECOFIRS,ECOFIRST CONSOLIDATED BHD,PROPERTY
0059,ECOHLDS,ECOBUILT HOLDINGS BERHAD,TELECOMMUNICATIONS & MEDIA
0239,ECOMATE,ECOMATE HOLDINGS BERHAD,CONSUMER PRODUCTS & SERVICES
5253,ECONBHD,ECONPILE HOLDINGS BHD,CONSTRUCTION
8206,ECOWLD,ECO WORLD DEVELOPMENT GROUP BERHAD,PROPERTY
5036,EDARAN,EDARAN BHD,TECHNOLOGY
0278,EDELTEQ,EDELTEQ HOLDINGS BERHAD,TECHNOLOGY
7471,EDEN,EDEN INC. BHD,UTILITIES
1368,EDGENTA,UEM EDGENTA BERHAD,INDUSTRIAL PRODUCTS & SERVICES
0107,EDUSPEC,EDUSPEC HOLDINGS BERHAD,TECHNOLOGY
0064,EFFICEN,EFFICIENT E-SOLUTIONS BHD,INDUSTRIAL PRODUCTS & SERVICES
0065,EFORCE,EXCEL FORCE MSC BHD,TECHNOLOGY
0227,EFRAME,ECONFRAME BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8907,EG,EG INDUSTRIES BHD,INDUSTRIAL PRODUCTS & SERVICES
8907PA,EG-PA,EG INDUSTRIES BERHAD - REDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,INDUSTRIAL PRODUCTS & SERVICES
0255,EIB,ECOSCIENCE INTERNATIONAL BERHAD,INDUSTRIAL PRODUCTS & SERVICES
5081,EIG,ESTHETICS INTERNATIONAL GROUP,CONSUMER PRODUCTS & SERVICES
5208,EITA,EITA RESOURCES BERHAD,INDUSTRIAL PRODUCTS & SERVICES
8877,EKOVEST,EKOVEST BHD,CONSTRUCTION
