stock_full_name,stock_name,stock_code,is_shariah,category
GREENYIELD BERHAD,GREENYB,0136,True,Agricultural Products
FITTERS DIVERSIFIED BERHAD,FITTERS,9318,True,"Industrial Materials, Components & Equipment"
WOODLANDOR HOLDINGS BHD,WOODLAN,7025,True,Wood & Wood Products
BOX-PAK (MALAYSIA) BHD,BOXPAK,6297,False,Packaging Materials
JADE MARVEL GROUP BERHAD,JADEM,7043,False,Building Materials
NI HSIN GROUP BERHAD,NIHSIN,7215,True,Houshold Goods
NYLEX (MALAYSIA) BERHAD,NYLEX,4944,True,Chemicals
EDEN INC. BHD,EDEN,7471,True,Electricity
GDEX BERHAD,GDEX,0078,True,Transportation & Logistics Services
COMPUTER FORMS (MALAYSIA) BERHAD,CFM,8044,False,Industrial Services
PROGRESSIVE IMPACT CORPORATION,PICORP,7201,True,Industrial Services
MERIDIAN BERHAD,MERIDIAN,5040,True,Property
NOTION VTEC BERHAD,NOTION,0083,True,Technology Equipment
ICONIC WORLDWIDE BERHAD,ICONIC,9113,True,"Travel, Leisure & Hospitality"
JIANKUN INTERNATIONAL BERHAD,JIANKUN,8923,True,Property
WCT HOLDINGS BERHAD,WCT,9679,True,Construction
JCY INTERNATIONAL BERHAD,JCY,5161,True,Technology Equipment
AXIATA GROUP BERHAD,AXIATA,6888,True,Telecommunications Service Providers
PELIKAN INTERNATIONAL CORPORATION BERHAD,PELIKAN,5231,True,Consumer Services
MINETECH RESOURCES BERHAD,MINETEC,7219,True,Building Materials
KEY ASIC BERHAD,KEYASIC,0143,True,Semiconductors
EUROSPAN HOLDINGS BERHAD,EUROSP,7094,True,Houshold Goods
ADVENTA BHD,ADVENTA,7191,True,Health Care Equipment & Services
HONG SENG CONSOLIDATED BERHAD,HONGSENG,0041,True,Software
OCR GROUP BERHAD,OCR,7071,True,Construction
G CAPITAL BERHAD,GCAP,7676,True,Transportation & Logistics Services
ABM FUJIYA BERHAD,AFUJIYA,5198,True,Auto Parts
CENTRAL GLOBAL BERHAD,CGB,8052,True,Packaging Materials
TECHBASE INDUSTRIES BERHAD,TECHBASE,8966,True,Personal Goods
ASTEEL GROUP BERHAD,ASTEEL,7020,True,Metals
VIZIONE HOLDINGS BERHAD,VIZIONE,7070,True,Construction
DAGANG NEXCHANGE BERHAD,DNEX,4456,True,Digital Services
HEXTAR HEALTHCARE BERHAD,HEXCARE,7803,True,Health Care Equipment & Services
ADVANCE SYNERGY BERHAD,ASB,1481,True,"Travel, Leisure & Hospitality"
KIM HIN INDUSTRY BHD,KIMHIN,5371,True,Building Materials
SOUTHERN STEEL BERHAD,SSTEEL,5665,False,Metals
XIN HWA HOLDINGS BERHAD,XINHWA,5267,True,Transportation & Logistics Services
YB VENTURES BERHAD,YB,5048,True,Building Materials
MAGMA GROUP BERHAD,MAGMA,7243,True,Food & Beverages
MILUX CORPORATION BERHAD,MILUX,7935,True,Houshold Goods
K. SENG SENG CORPORATION BERHAD,KSSC,5192,True,"Industrial Materials, Components & Equipment"
QUALITY CONCRETE HOLDINGS BERHAD,QUALITY,7544,True,Building Materials
YONG TAI BERHAD,YONGTAI,7066,True,Property
WONG ENGINEERING CORPORATION BERHAD,WONG,7050,True,"Industrial Materials, Components & Equipment"
CREST BUILDER HOLDINGS BHD,CRESBLD,8591,True,Construction
BORNEO OIL BERHAD,BORNOIL,7036,True,Industrial Services
PLS PLANTATIONS BERHAD,PLS,9695,True,Plantation
SARAWAK CONSOLIDATED INDUSTRIES BERHAD,SCIB,9237,True,Building Materials
SINMAH CAPITAL BERHAD,SMCAP,9776,True,Agricultural Products
TUJU SETIA BERHAD,TJSETIA,5297,True,Construction
TA WIN HOLDINGS BERHAD,TAWIN,7097,True,Metals
TOP GLOVE CORPORATION BHD,TOPGLOV,7113,True,Health Care Equipment & Services
MUDAJAYA GROUP BERHAD,MUDAJYA,5085,True,Construction
MPIRE GLOBAL BERHAD,MPIRE,7943,True,Houshold Goods
ENRA GROUP BERHAD,ENRA,8613,True,Property
CHEETAH HOLDINGS BHD,CHEETAH,7209,True,Personal Goods
BSL CORPORATION BERHAD,BSLCORP,7221,True,Metals
JENTAYU SUSTAINABLES BERHAD,JSB,5673,True,Industrial Services
NICHE CAPITAL EMAS HLDG BHD,NICE,7139,True,Personal Goods
COUNTRY HEIGHTS HOLDINGS BHD,CHHB,5738,True,Property
JOHAN HOLDINGS BERHAD,JOHAN,3441,False,Other Financials
BENALEC HOLDINGS BERHAD,BENALEC,5190,True,Construction
ADVANCECON HOLDINGS BERHAD,ADVCON,5281,False,Construction
MALAKOFF CORPORATION BERHAD,MALAKOF,5264,True,Electricity
SINARAN ADVANCE GROUP BERHAD,SINARAN,5172,True,Personal Goods
MIECO CHIPBOARD BERHAD,MIECO,5001,True,Wood & Wood Products
SAPURA RESOURCES BERHAD,SAPRES,4596,True,Property
OMESTI BERHAD,OMESTI,9008,True,Digital Services
ARB BERHAD,ARBB,7181,True,Software
HO HUP CONSTRUCTION COMPANY BHD,HOHUP,5169,True,Construction
PLB ENGINEERING BERHAD,PLB,7055,True,Property
SCANWOLF CORPORATION BHD,SCNWOLF,7239,True,Building Materials
GREEN PACKET BERHAD,GPACKET,0082,True,Telecommunications Service Providers
PNE PCB BERHAD,PNEPCB,6637,True,"Industrial Materials, Components & Equipment"
SENTORIA GROUP BERHAD,SNTORIA,5213,False,Property
CYPARK RESOURCES BERHAD,CYPARK,5184,True,Industrial Services
HWA TAI INDUSTRIES BHD,HWATAI,8478,True,Food & Beverages
BTM RESOURCES BERHAD,BTM,7188,True,Wood & Wood Products
ATA IMS BERHAD,ATAIMS,8176,True,"Industrial Materials, Components & Equipment"
HB GLOBAL LIMITED,HBGLOB,5187,False,Food & Beverages
JADI IMAGING HOLDINGS BERHAD,JADI,7223,True,Consumer Services
DOLPHIN INTERNATIONAL BERHAD,DOLPHIN,5265,False,"Industrial Materials, Components & Equipment"
INFRAHARTA HOLDINGS BERHAD,IHB,7240,True,Construction
POS MALAYSIA BHD,POS,4634,True,Transportation & Logistics Services
SALUTICA BERHAD,SALUTE,0183,True,Personal Goods
TRIVE PROPERTY GROUP BERHAD,TRIVE,0118,True,Technology Equipment
HENGYUAN REFINING COMPANY BERHAD,HENGYUAN,4324,True,Oil & Gas Producers
LION INDUSTRIES CORPORATION BERHAD,LIONIND,4235,True,Metals
RENEUCO BERHAD,RENEUCO,7130,True,Personal Goods
AHB HOLDINGS BERHAD,AHB,7315,True,Consumer Services
CAREPLUS GROUP BERHAD,CAREPLS,0163,True,Health Care Equipment & Services
PERTAMA DIGITAL BERHAD,PERTAMA,8532,True,Personal Goods
MALAYSIA MARINE AND HEAVY ENG,MHB,5186,True,"Energy, Infrastructure, Equipment & Services"
THRIVEN GLOBAL BERHAD,THRIVEN,7889,True,Property
CN ASIA CORPORATION BHD,CNASIA,7986,False,"Industrial Materials, Components & Equipment"
REX INDUSTRY BERHAD,REX,9946,True,Food & Beverages
MAGNA PRIMA BERHAD,MAGNA,7617,True,Property
DATAPREP HOLDINGS BHD,DATAPRP,8338,True,Digital Services
ECOBUILT HOLDINGS BERHAD,ECOHLDS,0059,True,Telecommunications Service Providers
BINTAI KINDEN CORPORATION BERHAD,BINTAI,6998,True,Industrial Engineering
KNM GROUP BERHAD,KNM,7164,False,Other Energy Resources
REVENUE GROUP BERHAD,REVENUE,0200,True,Digital Services
ONE GLOVE GROUP BERHAD,ONEGLOVE,5079,True,"Travel, Leisure & Hospitality"
IQZAN HOLDING BERHAD,IQZAN,7183,True,Packaging Materials
IVORY PROPERTIES GROUP BERHAD,IVORY,5175,True,Property
RED SENA BERHAD,RSENA,5270,False,Special Purpose Acquisition Company
REACH ENERGY BHD,REACH,5256,True,Oil & Gas Producers
ANNUM BERHAD,ANNUM,5082,True,Wood & Wood Products
BINA PURI HOLDINGS BHD,BPURI,5932,True,Construction
BOUSTEAD HEAVY INDUSTRIES CORP,BHIC,8133,True,Transportation Equipment
AE MULTI HOLDINGS BERHAD,AEM,7146,True,"Industrial Materials, Components & Equipment"
DIGISTAR CORPORATION BHD,DIGISTA,0029,False,Digital Services
SERBA DINAMIK HOLDINGS BERHAD,SERBADK,5279,True,"Energy, Infrastructure, Equipment & Services"
INFOMINA BERHAD,INFOM,0265,True,Technology Equipment
IRIS CORPORATION BERHAD,IRIS,0010,True,Software
INFOLINE TEC GROUP BERHAD,INFOTEC,0253,False,Digital Services
PT RESOURCES HOLDINGS BERHAD,PTRB,0260,True,Food & Beverages
SYNERGY HOUSE BERHAD,SYNERGY,0279,True,Houshold Goods
REXIT BHD,REXIT,0106,False,Software
SOUTHERN SCORE BUILDERS BERHAD,SSB8,0045,True,Construction
CLOUDPOINT TECHNOLOGY BERHAD,CLOUDPT,0277,True,Digital Services
AUTOCOUNT DOTCOM BERHAD,ADB,0276,False,Software
L&P GLOBAL BERHAD,L&PBHD,0268,True,Industrial Services
SFP TECH HOLDINGS BERHAD,SFPTECH,0251,True,Semiconductors
GFM SERVICES BERHAD,GFM,0039,True,Industrial Services
POWERWELL HOLDINGS BERHAD,PWRWELL,0217,True,"Industrial Materials, Components & Equipment"
VESTLAND BERHAD,VLB,0273,True,Construction
UCREST BERHAD,UCREST,0005,True,Technology Equipment
GENETEC TECHNOLOGY BERHAD,GENETEC,0104,True,Technology Equipment
MN HOLDINGS BERHAD,MNHLDG,0245,True,Construction
ECONFRAME BERHAD,EFRAME,0227,True,Building Materials
UMEDIC GROUP BERHAD,UMC,0256,True,Health Care Equipment & Services
NATIONGATE HOLDINGS BERHAD,NATGATE,0270,True,"Industrial Materials, Components & Equipment"
BETAMEK BERHAD,BETA,0263,True,Auto Parts
ES CERAMICS TECHNOLOGY BHD,ESCERAM,0100,True,"Industrial Materials, Components & Equipment"
OPPSTAR BERHAD,OPPSTAR,0275,True,Semiconductors
SNS NETWORK TECHNOLOGY BERHAD,SNS,0259,True,Technology Equipment
AGMO HOLDINGS BERHAD,AGMO,0258,True,Software
LGMS BERHAD,LGMS,0249,True,Digital Services
HEXTAR INDUSTRIES BERHAD,HEXIND,0161,True,"Industrial Materials, Components & Equipment"
TEX CYCLE TECHNOLOGY (M) BERHAD,TEXCYCL,0089,True,Industrial Services
CENGILD MEDICAL BERHAD,CENGILD,0243,True,Health Care Providers
ECA INTEGRATED SOLUTION BERHAD,ECA,0267,True,Technology Equipment
MTAG GROUP BERHAD,MTAG,0213,True,Industrial Services
TT VISION HOLDINGS BERHAD,TTVHB,0272,True,Semiconductors
RADIANT GLOBALTECH BERHAD,RGTECH,0202,True,Digital Services
PEKAT GROUP BERHAD,PEKAT,0233,True,Industrial Services
CABNET HOLDINGS BERHAD,CABNET,0191,True,Technology Equipment
MIKRO MSC BERHAD,MIKROMB,0112,True,Technology Equipment
MESTRON HOLDINGS BERHAD,MESTRON,0207,True,Metals
OSK VENTURES INTERNATIONAL BHD,OSKVI,0053,False,Other Financials
SUNVIEW GROUP BERHAD,SUNVIEW,0262,True,Industrial Services
CNERGENZ BERHAD,CNERGEN,0246,True,Technology Equipment
UNIQUE FIRE HOLDINGS BERHAD,UNIQUE,0257,True,Industrial Services
DAYTHREE DIGITAL BERHAD,DAY3,0281,True,Consumer Services
YX PRECIOUS METALS BHD,YXPM,0250,True,Personal Goods
CEKD BERHAD,CEKD,0238,True,"Industrial Materials, Components & Equipment"
HAILY GROUP BERHAD,HAILY,0237,True,Construction
BAHVEST RESOURCES BERHAD,BAHVEST,0098,True,Metals
HIAP HUAT HOLDINGS BHD,HHHCORP,0160,True,Industrial Services
EDELTEQ HOLDINGS BERHAD,EDELTEQ,0278,True,Technology Equipment
BRITE-TECH BHD,BTECH,0011,True,"Gas, Water & Multi-Utilities"
PAPPAJACK BERHAD,PPJACK,0242,False,Other Financials
SEDANIA INNOVATOR BERHAD,SEDANIA,0178,True,Telecommunications Equipment
HHRG BERHAD,HHRG,0175,True,"Industrial Materials, Components & Equipment"
RAMSSOL GROUP BERHAD,RAMSSOL,0236,True,Software
APPASIA BERHAD,APPASIA,0119,False,Software
VISDYNAMICS HOLDINGS BERHAD,VIS,0120,False,Semiconductors
UNITRADE INDUSTRIES BERHAD,UNITRAD,0247,False,Building Materials
AIMFLEX BERHAD,AIMFLEX,0209,True,Technology Equipment
SPRING ART HOLDINGS BERHAD,SPRING,0216,True,Houshold Goods
DS SIGMA HOLDINGS BERHAD,DSS,0269,True,Packaging Materials
HPP HOLDINGS BERHAD,HPPHB,0228,True,Packaging Materials
EVERGREEN MAX CASH CAPITAL BERHAD,EMCC,0286,False,Other Financials
OCEAN VANTAGE HOLDINGS BERHAD,OVH,0220,True,"Energy, Infrastructure, Equipment & Services"
DPI HOLDINGS BERHAD,DPIH,0205,False,Houshold Goods
SUNZEN BIOTECH BERHAD,SUNZEN,0148,False,Agricultural Products
TELADAN GROUP BERHAD,TELADAN,0230,True,Property
WELLSPIRE HOLDINGS BERHAD,WELLS,0271,True,Food & Beverages
COSMOS TECHNOLOGY INTERNATIONAL BERHAD,COSMOS,0261,True,Industrial Services
N2N CONNECT BHD,N2N,0108,True,Software
VOLCANO BERHAD,VOLCANO,0232,True,Industrial Services
PETERLABS HOLDINGS BERHAD,PLABS,0171,False,Agricultural Products
STRAITS ENERGY RESOURCES BERHAD,STRAITS,0080,True,Transportation & Logistics Services
DC HEALTHCARE HOLDINGS BERHAD,DCHCARE,0283,False,Health Care Providers
MAG HOLDINGS BERHAD,MAG,0095,True,Food & Beverages
XOX TECHNOLOGY BERHAD,XOXTECH,0017,True,Telecommunications Equipment
MERCURY SECURITIES GROUP BERHAD,MERSEC,0285,False,Other Financials
SCC HOLDINGS BERHAD,SCC,0158,True,Consumer Services
FINTEC GLOBAL BERHAD,FINTEC,0150,False,Other Financials
ACO GROUP BERHAD,ACO,0218,True,Industrial Services
CATCHA DIGITAL BERHAD,CATCHA,0173,False,Media
TRI-MODE SYSTEM (M) BERHAD,TRIMODE,0199,True,Transportation & Logistics Services
NESTCON BERHAD,NESTCON,0235,True,Construction
GLOSTREXT BERHAD,GLXT,0284,True,Industrial Services
TASHIN HOLDINGS BERHAD,TASHIN,0211,True,Metals
FLEXIDYNAMIC HOLDINGS BERHAD,FLEXI,0231,True,Industrial Services
EVERSAFE RUBBER BERHAD,ESAFE,0190,False,Auto Parts
IFCA MSC BERHAD,IFCAMSC,0023,True,Software
ORGABIO HOLDINGS BERHAD,ORGABIO,0252,True,Food & Beverages
KRONOLOGI ASIA BERHAD,KRONO,0176,True,Digital Services
MATANG BERHAD,MATANG,0189,False,Plantation
PRIVASIA TECHNOLOGY BERHAD,PRIVA,0123,True,Telecommunications Equipment
OVERSEA ENTERPRISE BERHAD,OVERSEA,0153,False,"Travel, Leisure & Hospitality"
HEXTAR CAPITAL BERHAD,HEXCAP,0035,True,Telecommunications Equipment
KANGER INTERNATIONAL BERHAD,KANGER,0170,True,Houshold Goods
GAGASAN NADI CERGAS BERHAD,NADIBHD,0206,True,Construction
K-ONE TECHNOLOGY BERHAD,K1,0111,True,Technology Equipment
SOLUTION GROUP BERHAD,SOLUTN,0093,True,Digital Services
DIVFEX BERHAD,DFX,0131,False,Digital Services
JAG BERHAD,JAG,0024,True,Industrial Services
FAST ENERGY HOLDINGS BERHAD - ORDINARY RIGHTS WITH WARRANTS,FAST-OR,0084OR,True,"Industrial Materials, Components & Equipment"
ASDION BERHAD,ASDION,0068,True,Software
TFP SOLUTIONS BHD,TFP,0145,False,Digital Services
INNITY CORPORATION BHD,INNITY,0147,False,Media
MYMBN BERHAD,MBN,0280,False,Consumer Services
VSOLAR GROUP BERHAD,VSOLAR,0066,True,Software
KIM HIN JOO (MALAYSIA) BERHAD,KHJB,0210,True,Retailers
ANCOM LOGISTICS BERHAD,ANCOMLB,0048,True,Transportation & Logistics Services
SC ESTATE BUILDER BERHAD,SCBUILD,0109,True,Construction
SCOPE INDUSTRIES BHD,SCOPE,0028,True,"Industrial Materials, Components & Equipment"
YGL CONVERGENCE BERHAD,YGL,0086,True,Software
CORAZA INTEGRATED TECHNOLOGY BERHAD,CORAZA,0240,True,Industrial Engineering
SECUREMETRIC BERHAD,SMETRIC,0203,True,Software
YBS INTERNATIONAL BERHAD,YBS,0025,True,"Industrial Materials, Components & Equipment"
KGW GROUP BERHAD,KGW,0282,True,Transportation & Logistics Services
HARVEST MIRACLE CAPITAL BERHAD,HM,0060,True,Technology Equipment
YEW LEE PACIFIC GROUP BERHAD,YEWLEE,0248,True,"Industrial Materials, Components & Equipment"
LEFORM BERHAD,LEFORM,0266,True,Metals
ZEN TECH INTERNATIONAL BERHAD,ZENTECH,0094,True,Software
GREEN OCEAN CORPORATION BERHAD,GOCEAN,0074,True,Food & Beverages
SILVER RIDGE HOLDINGS BHD,SRIDGE,0129,True,Telecommunications Equipment
LAMBO GROUP BERHAD,LAMBO,0018,False,Software
WIDAD GROUP BERHAD,WIDAD,0162,True,Construction
LKL INTERNATIONAL BERHAD,LKL,0182,True,Health Care Equipment & Services
ALDRICH RESOURCES BERHAD,ALRICH,0079,True,Software
EDUSPEC HOLDINGS BERHAD,EDUSPEC,0107,True,Software
SANICHI TECHNOLOGY BHD,SANICHI,0133,False,"Industrial Materials, Components & Equipment"
PASUKHAS GROUP BERHAD,PASUKGB,0177,True,Industrial Engineering
ASIA POLY HOLDINGS BERHAD,ASIAPLY,0105,True,Chemicals
ANEKA JARINGAN HOLDINGS BERHAD,ANEKA,0226,True,Construction
SMTRACK BERHAD,SMTRACK,0169,True,Technology Equipment
PUC BERHAD,PUC,0007,True,Media
MLABS SYSTEMS BHD,MLAB,0085,False,Technology Equipment
PARLO BERHAD,PARLO,0022,True,"Travel, Leisure & Hospitality"
FOCUS DYNAMICS GROUP BERHAD,FOCUS,0116,False,"Travel, Leisure & Hospitality"
M N C WIRELESS BERHAD,MNC,0103,False,Telecommunications Equipment
NETX HOLDINGS BERHAD,NETX,0020,False,Software
ADVANCE INFORMATION MARKETING BERHAD,AIM,0122,True,Industrial Services
FAST ENERGY HOLDINGS BERHAD,FAST,0084,True,"Industrial Materials, Components & Equipment"
ECOSCIENCE INTERNATIONAL BERHAD,EIB,0255,True,Industrial Engineering
NEXGRAM HOLDINGS BERHAD,NEXGRAM,0096,True,Telecommunications Equipment
BINASAT COMMUNICATIONS BERHAD,BINACOM,0195,True,Telecommunications Service Providers
MANAGEPAY SYSTEMS BERHAD,MPAY,0156,True,Software
PINEAPPLE RESOURCES BHD,PINEAPP,0006,False,Digital Services
ARTRONIQ BERHAD,ARTRONIQ,0038,True,Chemicals
NOVA MSC BERHAD,NOVAMSC,0026,True,Software
EVD BERHAD,EVD,0174,True,Software
SMRT HOLDINGS BERHAD,SMRT,0117,True,Digital Services
KEY ALLIANCE GROUP BERHAD,KGROUP,0036,True,Technology Equipment
VINVEST CAPITAL HOLDINGS BERHAD,VINVEST,0069,True,Software
XOX NETWORKS BERHAD,XOXNET,0140,False,Consumer Services
MQ TECHNOLOGY BERHAD,MQTECH,0070,True,Semiconductors
REKATECH CAPITAL BERHAD,REKATECH,0081,True,Industrial Services
BIOALPHA HOLDINGS BERHAD,BIOHLDG,0179,True,Food & Beverages
MCLEAN TECHNOLOGIES BERHAD,MCLEAN,0167,True,Industrial Services
SYSTECH BHD,SYSTECH,0050,True,Software
BCM ALLIANCE BERHAD,BCMALL,0187,True,Industrial Services
MMAG HOLDINGS BERHAD,MMAG,0034,True,Digital Services
AEMULUS HOLDINGS BERHAD,AEMULUS,0181,True,Technology Equipment
SIAB HOLDINGS BERHAD,SIAB,0241,True,Construction
LYC HEALTHCARE BERHAD,LYC,0075,True,Health Care Providers
TECHNODEX BHD,TDEX,0132,True,Software
HLT GLOBAL BERHAD,HLT,0188,True,"Industrial Materials, Components & Equipment"
XOX BHD,XOX,0165,True,Telecommunications Service Providers
TCS GROUP HOLDINGS BERHAD,TCS,0221,True,Construction
EA HOLDINGS BERHAD,EAH,0154,False,Digital Services
WAJA KONSORTIUM BERHAD,WAJA,0102,True,"Industrial Materials, Components & Equipment"
SERSOL BERHAD,SERSOL,0055,True,Chemicals
MTOUCHE TECHNOLOGY BERHAD,MTOUCHE,0092,False,Telecommunications Service Providers
MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,MGRC,0155,True,Health Care Equipment & Services
AT SYSTEMATIZATION BERHAD,AT,0072,True,"Industrial Materials, Components & Equipment"
DGB ASIA BERHAD,DGB,0152,False,Software
IDB TECHNOLOGIES BERHAD,IDBTECH,03030,False,Software
CARLO RINO GROUP BERHAD,CRG,03016,True,Personal Goods
POLYDAMIC GROUP BERHAD,POLYDM,03031,True,"Industrial Materials, Components & Equipment"
SL INNOVATION CAPITAL BERHAD,SLIC,03008,False,Digital Services
ENEST GROUP BERHAD,ENEST,03025,True,Consumer Services
REDPLANET BERHAD,RPLANET,03036,False,Digital Services
FIBROMAT (M) BERHAD,FBBHD,03026,True,Industrial Services
NOVA PHARMA SOLUTIONS BERHAD,NPS,03006,True,Pharmaceuticals
TOPVISION EYE SPECIALIST BERHAD,TOPVISN,03013,True,Health Care Providers
METRO HEALTHCARE BERHAD,MHCARE,03005,True,Health Care Providers
MMIS BERHAD,MMIS,03027,True,"Industrial Materials, Components & Equipment"
SUNMOW HOLDING BERHAD,SUNMOW,03050,True,Construction
ICT ZONE ASIA BERHAD,ICTZONE,03038,True,Technology Equipment
STEEL HAWK BERHAD,SKHAWK,03049,True,"Energy, Infrastructure, Equipment & Services"
JISHAN BERHAD,JISHAN,03040,True,Packaging Materials
SNOWFIT GROUP BERHAD,SNOWFIT,03054,True,Houshold Goods
LIM SEONG HAI CAPITAL BERHAD,LSH,03047,True,Construction
AURORA ITALIA INTERNATIONAL BERHAD,AURORA,03037,True,Personal Goods
ASTRAMINA GROUP BERHAD,ASTRA,03032,False,Food & Beverages
DYNAFRONT HOLDINGS BERHAD,DYNAFNT,03046,False,Software
SUPREME CONSOLIDATED RESOURCES BERHAD,SUPREME,03018,True,Consumer Services
MANFORCE GROUP BERHAD,MFGROUP,03015,False,Consumer Services
UCI RESOURCES BERHAD,UTAMA,03043,True,Building Materials
CC INTERNATIONAL BERHAD,CCIB,03053,True,Consumer Services
RTS TECHNOLOGY HOLDINGS BERHAD,RTSTECH,03039,True,Software
BABA ECO GROUP BERHAD,BABA,03012,True,Houshold Goods
SEERS BERHAD,SEERS,03009,True,Houshold Goods
CE TECHNOLOGY BERHAD,CETECH,03024,True,Industrial Services
BV LAND HOLDINGS BERHAD,BVLH,03042,True,Construction
SANCY BERHAD,SANCY,03057,True,Software
GO INNOVATE ASIA BERHAD,GOINNO,03028,True,Metals
SUPERGENICS BERHAD,SGBHD,03033,True,Industrial Services
DSR TAIKO BERHAD,DSR,03055,True,Plantation
SMILE-LINK HEALTHCARE GLOBAL BERHAD,SMILE,03023,True,Health Care Providers
MATRIX PARKING SOLUTION HOLDINGS BERHAD,MPSOL,03019,True,Consumer Services
AMLEX HOLDINGS BERHAD,AMLEX,03011,True,Semiconductors
RED IDEAS HOLDINGS BERHAD,REDIDEA,03002,False,Digital Services
CARZO HOLDINGS BERHAD,CARZO,03048,True,Food & Beverages
GPP RESOURCES BERHAD,GPP,03029,True,Industrial Services
CLOUDARON GROUP BERHAD,CLOUD,03001,True,Digital Services
NOVELPLUS TECHNOLOGY BERHAD,NP,03045,False,Digital Services
ONETECH SOLUTIONS HOLDINGS BERHAD,1TECH,03041,False,Software
RAY GO SOLAR HOLDINGS BERHAD,RGS,03052,True,Industrial Services
SAFETYWARE GROUP BERHAD,SAFETY,03056,False,"Industrial Materials, Components & Equipment"
ALPHA OCEAN RESOURCES BERHAD,AORB,03051,False,Agricultural Products
UNI WALL APS HOLDINGS BERHAD,UNIWALL,03017,True,Construction
EQUITIESTRACKER HOLDINGS BERHAD,ETH,03021,True,Consumer Services
MCOM HOLDINGS BERHAD,MCOM,03022,False,Digital Services
TASEK CORPORATION BERHAD - 6% CULMULATIVE PARTICIPATING PREFERENCE,TASEK-PA,4448P,False,
