stock_name,stock_code,is_shariah,category
KAB,0193,True,Industrial Engineering
GBGAQRS,5226,True,Construction
JAG,0024,True,Industrial Services
SCC,0158,False,Consumer Services
AMTEL,7031,True,Telecommunications Equipment
SUBUR,6904,False,Wood &Wood Products
TRC,5054,True,Construction
MQTECH,0070,True,Semiconductors
SCOPE,0028,True,"Industrial Materials, Components &Equipment"
ECOWLD,8206,True,Property
MENANG,1694,True,Property
STRAITS,0080,True,Transportation &Logistics Services
MBRIGHT,2097,True,"Travel, Leisure &Hospitality"
NSOP,2038,True,Plantation
XL,7121,True,Consumer Services
SIMEPROP,5288,True,Property
LSTEEL,9881,True,Metals
HEXTECH,5136,True,Transportation &Logistics Services
DPIH,0205,False,Houshold Goods
MESB,7234,False,Personal Goods
MUIPROP,3913,True,Property
SUNZEN,0148,False,Agricultural Products
GMUTUAL,9962,True,Property
TNLOGIS,8397,True,Transportation &Logistics Services
MILUX,7935,True,Houshold Goods
METROD,6149,False,Metals
TURIYA,4359,True,Semiconductors
UNIQUE,0257,True,Industrial Services
DOMINAN,7169,True,Wood &Wood Products
MIKROMB,0112,True,Technology Equipment
EDGENTA,1368,True,Industrial Services
ANNUM,5082,True,Wood &Wood Products
GLXT,0284,False,Industrial Services
IGBB,5606,False,Property
CEG,5166,True,Consumer Services
JAKS,4723,True,Construction
PERDANA,7108,True,"Energy, Infrastructure, Equipment &Services"
FAJAR,7047,True,Construction
KAMDAR,8672,True,Retailers
LEONFB,5232,False,Metals
FACBIND,2984,False,Metals
YLI,7014,True,Metals
WCT,9679,True,Construction
CANONE,5105,False,Packaging Materials
UNIWALL,03017,True,Construction
PANSAR,8419,True,Building Materials
ECOFIRS,3557,True,Property
MAG,0095,True,Food &Beverages
IGBCR,5299,False,Real Estate Investment Trusts
CRESNDO,6718,True,Property
MYTECH,7692,False,Metals
WANGZNG,7203,True,Houshold Goods
GLOMAC,5020,True,Property
MANULFE,1058,False,Insurance
CEPCO,8435,True,Building Materials
PRIVA,0123,True,Telecommunications Equipment
ARBB,7181,True,Software
GUOCO,1503,True,Property
TOCEAN,7218,True,Transportation &Logistics Services
L &G,3174,True,Property
E &O,3417,True,Property
MALAKOF,5264,True,Electricity
HEXZA,3298,False,Chemicals
IBHD,4251,True,Property
PLENITU,5075,True,Property
ENGTEX,5056,True,Metals
LOTUS,8303,True,Food &Beverages
Y &G,7003,True,Property
APM,5015,True,Auto Parts
TURBO,5167,False,"Industrial Materials, Components &Equipment"
SPSETIA,8664,True,Property
AVALAND,5182,True,Property
IQZAN,7183,True,Packaging Materials
MCEMENT,3794,True,Building Materials
WELLS,0271,True,Food &Beverages
MGRC,0155,True,Health Care Equipment &Services
MATANG,0189,False,Plantation
CLMT,5180,False,Real Estate Investment Trusts
CEPAT,8982,True,Plantation
UMS,7137,True,"Industrial Materials, Components &Equipment"
RVIEW,2542,True,Plantation
CSCSTEL,5094,True,Metals
WASCO,5142,True,"Energy, Infrastructure, Equipment &Services"
AMFIRST,5120,False,Real Estate Investment Trusts
UPA,7757,True,Consumer Services
APEX,5088,False,Other Financials
SANCY,03057,True,Software
SPRING,0216,True,Houshold Goods
RAPID,7765,False,Property
IFCAMSC,0023,True,Software
SUPERLN,7235,True,Building Materials
IJM,3336,True,Construction
MALPAC,4936,False,Plantation
ARREIT,5127,False,Real Estate Investment Trusts
WONG,7050,True,"Industrial Materials, Components &Equipment"
PGLOBE,3611,True,Property
PARKWD,2682,True,Property
KLCC,5235SS,True,Real Estate Investment Trusts
TITIJYA,5239,True,Property
MINHO,5576,True,Wood &Wood Products
MRCB,1651,True,Property
GOINNO,03028,True,Metals
SUNSURIA,3743,True,Property
CVIEW,5049,True,Property
TASHIN,0211,True,Metals
KEN,7323,True,Property
UEMS,5148,True,Property
EPMB,7773,True,Auto Parts
NOTION,0083,True,Technology Equipment
MKLAND,8893,True,Property
HUAYANG,5062,True,Property
SEACERA,7073,True,Building Materials
MULPHA,3905,False,"Travel, Leisure &Hospitality"
HIAPTEK,5072,True,Metals
RL,0219,True,"Energy, Infrastructure, Equipment &Services"
EDUSPEC,0107,True,Software
SWSCAP,7186,True,Houshold Goods
BDB,6173,True,Property
SMILE,03023,True,Health Care Providers
STAR,6084,True,Media
LEBTECH,9628,True,Construction
CABNET,0191,True,Technology Equipment
NAIM,5073,True,Property
MASTEEL,5098,True,Metals
EMICO,9091,True,Consumer Services
KAREX,5247,True,Personal Goods
SYCAL,9717,False,Construction
S &FCAP,8745,True,Wood &Wood Products
SKYWLD,5315,True,Property
RADIUM,5313,True,Property
ASIAPAC,4057,True,Property
PRESTAR,9873,True,Metals
LFECORP,7170,False,Industrial Engineering
RGTBHD,9954,True,Chemicals
RESINTC,7232,True,Building Materials
HARNLEN,7501,True,Plantation
LBICAP,8494,True,Property
BORNOIL,7036,True,Industrial Services
ICAP,5108,False,Closed End Fund
LIONPSIM,8486,True,Industrial Services
DSR,03055,True,Plantation
AMLEX,03011,True,Semiconductors
ABLEGRP,7086,True,Building Materials
TECGUAN,7439,True,Agricultural Products
ORGABIO,0252,True,Food &Beverages
JISHAN,03040,True,Packaging Materials
AMEDIA,0159,False,Media
UCREST,0005,False,Technology Equipment
MAYU,7099,True,Metals
ACME,7131,True,Property
PEB,5622,True,Construction
BJCORP,3395,False,Diversified Industrials
GKENT,3204,True,Construction
DFX,0131,False,Digital Services
PWORTH,7123,True,Wood &Wood Products
APPASIA,0119,True,Software
SDRED,2224,True,Property
JASKITA,8648,False,"Industrial Materials, Components &Equipment"
TELECOMMUNICATIONS &MEDIA,0063I,False,
CATCHA-OR,0173OR,False,Media
PLANTATION,0025I,False,
FBMHIJRAH,0869I,False,
CONSTRUCTION,0003I,False,
FBMFLG,0866I,False,
CONSUMER PRODUCTS &SERVICES,0001I,False,
PROPERTY,0020I,False,
FBM70,0863I,False,
FBM100LC,0842I,False,
OMH,5298,True,Metals
KGW,0282,True,Transportation &Logistics Services
UTILITIES,0065I,False,
FINANCIAL SERVICES,0010I,False,
FBMKLCI,0200I,False,
FBMAPMYR,0828I,False,
FBMACE,0871I,False,
CLASSITA-OR,7154OR,True,Personal Goods
ENERGY,0061I,False,
FA40,0867I,False,
FBMPALMOIL-NC,0829I,False,
FBMSCAP,0864I,False,
FBM100LS,0843I,False,
ONEGLOVE-OR,5079OR,True,"Travel, Leisure &Hospitality"
F4GBM,0840I,False,
DIN045801028,0400GB,True,Islamic GG
REIT,0050I,False,
TRANSPORTATION &LOGISTICS,0064I,False,
FBMMSCAP,0872I,False,
FBMAPUSD,0827I,False,
HEALTH CARE,0062I,False,
TECHNOLOGY,0005I,False,
FBMSHA,0868I,False,
OVERSEA-OR,0153OR,False,"Travel, Leisure &Hospitality"
INDUSTRIAL PRODUCTS &SERVICES,0002I,False,
FBMEMAS,0865I,False,
FBMT100,0861I,False,
F4GBMS,0841I,False,
IHS046000824,0401GA,True,Islamic GG
ALLIANZ-PA,1163PA,False,Insurance
FBMMSCS,0873I,False,
METFSID,0825EA,True,Equity Fund
EPICON,4847,True,"Travel, Leisure &Hospitality"
MYETFDJ,0821EA,True,Equity Fund
FBMKLCI-EA,0820EA,False,Equity Fund
FANG-1XI,0831EA,False,
ALAM,5115,True,"Energy, Infrastructure, Equipment &Services"
KHEESAN,6203,False,Food &Beverages
CAPITALA,5099,True,"Travel, Leisure &Hospitality"
FANG-2XL,0830EA,False,
MCOM,03022,True,Digital Services
GPP,03029,True,Industrial Services
PHARMA,7081,True,Pharmaceuticals
HSCEI-2XL,0832EA,False,
SCABLE,5170,True,"Industrial Materials, Components &Equipment"
SAPNRG,5218,True,"Energy, Infrastructure, Equipment &Services"
TOPBLDS,5268,True,Construction
JERASIA,8931,False,Personal Goods
IREKA,8834,True,Construction
HSCEI-1XI,0833EA,False,
METFUS50,0827EA,True,Equity Fund
ABFMY1,0800EA,False,Bond Fund
MYETFID,0824EA,True,Equity Fund
KSSC,5192,True,"Industrial Materials, Components &Equipment"
GENTING,3182,False,"Travel, Leisure &Hospitality"
EFFICEN,0064,True,Industrial Services
KLUANG,2453,False,Plantation
EWEIN,7249,True,Property
PAOS,5022,True,Houshold Goods
CHUAN,7016,True,Building Materials
SEAL,4286,False,Property
SAFETY,03056,True,"Industrial Materials, Components &Equipment"
SBCCORP,5207,True,Property
KIMLUN,5171,True,Construction
MEDIAC,5090,True,Media
DNONCE,7114,True,Packaging Materials
CLASSITA,7154,True,Personal Goods
OVH,0220,True,"Energy, Infrastructure, Equipment &Services"
KOSSAN,7153,True,Health Care Equipment &Services
PERSTIM,5436,False,Metals
ORNA,5065,True,Packaging Materials
ECM,2143,False,Other Financials
DNEX,4456,True,Digital Services
XOXTECH,0017,True,Telecommunications Equipment
PLS,9695,True,Plantation
FARLIM,6041,True,Property
DFCITY,5165,True,Building Materials
TFP,0145,False,Digital Services
MYCRON,5087,True,Metals
HEVEA,5095,True,Wood &Wood Products
KIALIM,6211,True,Building Materials
HONGSENG,0041,True,Software
TOYOVEN,7173,True,Chemicals
OCB,5533,True,Food &Beverages
SBAGAN,2569,False,Plantation
VERSATL,4995,True,Packaging Materials
YNHPROP,3158,True,Property
M &A,7082,False,Other Financials
OWG,5260,True,"Travel, Leisure &Hospitality"
SERNKOU,7180,True,Houshold Goods
BJLAND,4219,False,"Travel, Leisure &Hospitality"
RENEUCO,7130,True,Personal Goods
KNUSFOR,5035,True,Industrial Services
CHOOBEE,5797,True,Metals
K1,0111,True,Technology Equipment
NTPM,5066,True,Houshold Goods
NEXGRAM,0096,True,Telecommunications Equipment
TCHONG,4405,False,Automotive
ALRICH,0079,True,Software
CLOUD,03001,True,Digital Services
NPC,5047,True,Plantation
MUHIBAH,5703,True,Construction
BJASSET,3239,False,Property
RALCO,7498,True,Chemicals
GUH,3247,True,"Industrial Materials, Components &Equipment"
CATCHA,0173,False,Media
INCKEN,2607,True,Plantation
BRIGHT,9938,False,Packaging Materials
CBIP,7076,True,"Industrial Materials, Components &Equipment"
GOPENG,2135,True,Plantation
DUTALND,3948,False,Plantation
OVERSEA,0153,False,"Travel, Leisure &Hospitality"
WMG,6378,False,Property
WTK,4243,True,Wood &Wood Products
ANCOMLB,0048,True,Transportation &Logistics Services
PUNCAK,6807,True,Construction
MELEWAR,3778,True,Metals
KESM,9334,True,Semiconductors
CFM,8044,False,Industrial Services
CHINAETF-USD,0829EB,False,Equity Fund
VELESTO,5243,True,"Energy, Infrastructure, Equipment &Services"
CYL,7157,True,Packaging Materials
NADIBHD,0206,True,Construction
AFUJIYA,5198,True,Auto Parts
WATTA,7226,True,Auto Parts
MY-MOMETF,0836EA,False,Equity Fund
ZENTECH,0094,True,Software
EIG,5081,True,Personal Goods
PENSONI,9997,True,Houshold Goods
GCE,5592,True,"Travel, Leisure &Hospitality"
TEXCHEM,8702,True,Diversified Industrials
KOMARK,7017,True,Packaging Materials
SUPERMX,7106,False,Health Care Equipment &Services
AVI,8885,True,"Travel, Leisure &Hospitality"
ZECON,7028,True,Construction
CSH,7165,False,Building Materials
LANDMRK,1643,False,"Travel, Leisure &Hospitality"
SHANG,5517,True,"Travel, Leisure &Hospitality"
SEEHUP,7053,True,Transportation &Logistics Services
MTRONIC,0043,True,Industrial Services
AASIA,7054,True,Plantation
HM,0060,True,Technology Equipment
SAUDEE,5157,True,Food &Beverages
AORB,03051,False,Agricultural Products
WIDAD,0162,True,Construction
OLYMPIA,3018,False,"Travel, Leisure &Hospitality"
WARISAN,5016,True,"Travel, Leisure &Hospitality"
MUDA,3883,True,Packaging Materials
TWL,7079,True,Property
GENM,4715,False,"Travel, Leisure &Hospitality"
YEWLEE,0248,True,"Industrial Materials, Components &Equipment"
TWRREIT,5111,False,Real Estate Investment Trusts
SMI,4375,True,Property
AWANTEC,5204,True,Digital Services
GADANG,9261,True,Construction
PHB,4464,True,Property
TCS,0221,True,Construction
SALCON,8567,True,"Gas, Water &Multi-Utilities"
IWCITY,1589,True,Property
CRESBLD,8591,True,Construction
PESONA,8311,True,Construction
MYNEWS,5275,False,Retailers
MJPERAK,8141,True,Property
WTHORSE,5009,True,Building Materials
PASDEC,6912,True,Property
GDEX,0078,True,Transportation &Logistics Services
OCR,7071,True,Construction
BSLCORP,7221,True,Metals
SCBUILD,0109,True,Construction
EKSONS,9016,True,Wood &Wood Products
ASDION,0068,True,Software
ESAFE,0190,True,Auto Parts
YB,5048,True,Building Materials
KANGER,0170,True,Houshold Goods
LUSTER,5068,False,"Industrial Materials, Components &Equipment"
ECONBHD,5253,True,Construction
TIENWAH,7374,False,Industrial Services
ENGKAH,7149,True,Houshold Goods
COMPUGT,5037,True,Industrial Services
CNH,5104,True,Consumer Services
FITTERS,9318,True,"Industrial Materials, Components &Equipment"
TUNEPRO,5230,False,Insurance
TSRCAP,5042,True,Construction
PINEPAC,1902,False,Plantation
EKOVEST,8877,True,Construction
INNITY,0147,False,Media
ZELAN,2283,True,Construction
AXTERIA,7120,True,Property
MIECO,5001,True,Wood &Wood Products
NIHSIN,7215,True,Houshold Goods
EVERGRN,5101,True,Wood &Wood Products
MLAB,0085,False,Technology Equipment
PARKSON,5657,True,Retailers
TALAMT,2259,True,Property
ADVPKG,9148,True,Packaging Materials
NYLEX,4944,True,Chemicals
ARK,7007,True,Property
RSAWIT,5113,True,Plantation
PDZ,6254,True,Transportation &Logistics Services
JADEM,7043,True,Building Materials
ASB,1481,False,"Travel, Leisure &Hospitality"
SMETRIC,0203,True,Software
GOLDETF,0828EA,True,Commodity Fund
XDL,5156,False,Personal Goods
COMFORT,2127,True,"Industrial Materials, Components &Equipment"
P &O,6009,False,Insurance
SYMLIFE,1538,True,Property
HOHUP,5169,True,Construction
SALUTE,0183,True,Personal Goods
EWINT,5283,True,Property
GOCEAN,0074,True,Food &Beverages
FAST,0084,True,"Industrial Materials, Components &Equipment"
NICE,7139,True,Personal Goods
HARTA,5168,True,Health Care Equipment &Services
NP,03045,False,Digital Services
PERMAJU,7080,True,Automotive
LEFORM,0266,True,Metals
IMASPRO,7222,True,Chemicals
SMTRACK,0169,True,Technology Equipment
QUALITY,7544,True,Building Materials
ENCORP,6076,True,Property
CME,7018,True,Industrial Services
AEMULUS,0181,True,Technology Equipment
MNC,0103,False,Telecommunications Equipment
XOX,0165,True,Telecommunications Service Providers
ADVCON,5281,True,Construction
TDM,2054,True,Plantation
JADI,7223,True,Consumer Services
BCMALL,0187,True,Industrial Services
TROP,5401,True,Property
XINHWA,5267,True,Transportation &Logistics Services
ASIAPLY,0105,True,Chemicals
AURO,5025,True,Wood &Wood Products
SEALINK,5145,True,Transportation Equipment
PMHLDG,1287,True,"Travel, Leisure &Hospitality"
PRTASCO,5070,True,Construction
HWGB,9601,True,"Industrial Materials, Components &Equipment"
HEXCARE,7803,True,Health Care Equipment &Services
SANICHI,0133,False,"Industrial Materials, Components &Equipment"
BAHVEST,0098,True,Metals
BOXPAK,6297,False,Packaging Materials
TOPGLOV,7113,True,Health Care Equipment &Services
LCTITAN,5284,True,Chemicals
LIENHOE,3573,False,Property
ADVENTA,7191,True,Health Care Equipment &Services
BENALEC,5190,True,Construction
MINETEC,7219,True,Building Materials
MERCURY,8192,True,Construction
ASTEEL,7020,True,Metals
MTOUCHE,0092,False,Telecommunications Service Providers
FLEXI,0231,True,Industrial Services
TAWIN,7097,True,Metals
CITAGLB,7245,True,Metals
CHHB,5738,True,Property
YGL,0086,True,Software
KIMHIN,5371,True,Building Materials
MSM,5202,True,Food &Beverages
PAM-A40M,0822EA,False,Equity Fund
NESTCON,0235,True,Construction
VINVEST,0069,True,Software
NETX,0020,False,Software
MAA,1198,False,Insurance
PINEAPP,0006,False,Digital Services
CHEETAH,7209,True,Personal Goods
MENTIGA,5223,True,Wood &Wood Products
DGB,0152,False,Software
ICONIC,9113,True,"Travel, Leisure &Hospitality"
SCNWOLF,7239,True,Building Materials
MPAY,0156,True,Software
IMPIANA,7243,False,Food &Beverages
GCAP,7676,True,Transportation &Logistics Services
GLBHD,7382,True,Plantation
EAH,0154,False,Digital Services
JOHAN,3441,False,Other Financials
EIB,0255,True,Industrial Engineering
ANNJOO,6556,True,Metals
VIZIONE,7070,True,Construction
CNOUHUA,5188,False,Food &Beverages
XOXNET,0140,False,Consumer Services
GIIB,7192,True,Auto Parts
AXJ-REITSETF,0837EA,False,Equity Fund
REVENUE,0200,True,Digital Services
SMCAP,9776,True,Agricultural Products
MERIDIAN,5040,True,Property
CUSCAPI,0051,True,Software
KEYASIC,0143,True,Semiconductors
THRIVEN,7889,True,Property
DOLPHIN,5265,False,"Industrial Materials, Components &Equipment"
PICORP,7201,True,Industrial Services
JSB,5673,True,Industrial Services
EUROSP,7094,True,Houshold Goods
HWATAI,8478,True,Food &Beverages
PNEPCB,6637,True,"Industrial Materials, Components &Equipment"
PARAGON,9407,True,Houshold Goods
JIANKUN,8923,True,Property
JCY,5161,True,Technology Equipment
HENGYUAN,4324,True,Oil &Gas Producers
KGROUP,0036,True,Technology Equipment
LIONIND,4235,True,Metals
RGS,03052,True,Industrial Services
HTPADU,5028,True,Digital Services
G3,7184,True,Personal Goods
JOE,7096,False,Auto Parts
MCLEAN,0167,True,Industrial Services
REKATECH,0081,True,Industrial Services
JETSON,9083,True,Auto Parts
HANDAL,7253,True,"Energy, Infrastructure, Equipment &Services"
KNM,7164,False,Other Energy Resources
AHB,7315,True,Consumer Services
AEM,7146,False,"Industrial Materials, Components &Equipment"
EURO,7208,True,Consumer Services
SINARAN,5172,True,Personal Goods
MHB,5186,True,"Energy, Infrastructure, Equipment &Services"
SYSTECH,0050,True,Software
CHINA100-MYR,0838EA,True,Equity Fund
POS,4634,True,Transportation &Logistics Services
CYPARK,5184,True,Industrial Services
ENRA,8613,True,Property
PESTECH,5219,True,Industrial Engineering
DATAPRP,8338,True,Digital Services
CAREPLS,0163,True,Health Care Equipment &Services
MUIIND,3891,False,"Travel, Leisure &Hospitality"
BTM,7188,True,Wood &Wood Products
AT,0072,True,"Industrial Materials, Components &Equipment"
PUC,0007,True,Media
PARLO,0022,True,"Travel, Leisure &Hospitality"
KLCI2XL,0834EA,False,
ANEKA,0226,True,Construction
ITRONIC,9393,True,Technology Equipment
PLB,7055,True,Property
NOVAMSC,0026,True,Software
TDEX,0132,True,Software
DESTINI,7212,True,Industrial Engineering
BIOHLDG,0179,True,Food &Beverages
SNTORIA,5213,False,Property
PAM-C50,0823EA,False,Equity Fund
LAMBO,0018,False,Software
FINTEC,0150,False,Other Financials
KUCHAI,2186,False,Other Financials
ECOHLDS,0059,True,Telecommunications Service Providers
LKL,0182,True,Health Care Equipment &Services
STELLA,5006,True,Construction
ONEGLOVE,5079,True,"Travel, Leisure &Hospitality"
SIAB,0241,True,Construction
SCIB,9237,True,Building Materials
MMAG,0034,True,Digital Services
WAJA,0102,True,"Industrial Materials, Components &Equipment"
LYC,0075,True,Health Care Providers
REX,9946,True,Food &Beverages
BPURI,5932,True,Construction
IHB,7240,True,Construction
SERSOL,0055,True,Chemicals
TJSETIA,5297,True,Construction
HLT,0188,True,"Industrial Materials, Components &Equipment"
YONGTAI,7066,True,Property
FOCUS,0116,False,"Travel, Leisure &Hospitality"
GPACKET,0082,True,Telecommunications Service Providers
PASUKGB,0177,True,Industrial Engineering
ATAIMS,8176,True,"Industrial Materials, Components &Equipment"
BINTAI,6998,True,Industrial Engineering
SOLUTN,0093,True,Digital Services
AIM,0122,True,Industrial Services
SSTEEL,5665,False,Metals
CNASIA,7986,True,"Industrial Materials, Components &Equipment"
AZRB,7078,True,Construction
REACH,5256,False,Oil &Gas Producers
BHIC,8133,True,Transportation Equipment
MPIRE,7943,True,Houshold Goods
ETH,03021,True,Consumer Services
SRIDGE,0129,True,Telecommunications Equipment
CARZO,03048,True,Food &Beverages
HBGLOB,5187,False,Food &Beverages
RSENA,5270,False,Special Purpose Acquisition Company
SENDAI,5205,True,Construction
IVORY,5175,True,Property
VSOLAR,0066,True,Software
AGES,7145,True,Construction
SERBADK,5279,True,"Energy, Infrastructure, Equipment &Services"
AAX,5238,True,"Travel, Leisure &Hospitality"
PERTAMA,8532,True,Personal Goods
DIGISTA,0029,False,Digital Services
REDIDEA,03002,False,Digital Services
